iter	Passed	Remaining
1456	48290	150571
1457	48323	150539
1458	48357	150509
1459	48391	150478
1460	48426	150449
1461	48458	150414
1462	48490	150375
1463	48522	150341
1464	48553	150300
1465	48583	150257
1466	48615	150221
1467	48646	150182
1468	48679	150148
1469	48713	150116
1470	48745	150080
1471	48776	150041
1472	48810	150010
1473	48837	149959
1474	48873	149934
1475	48906	149899
1476	48937	149859
1477	48967	149817
1478	48999	149780
1479	49030	149740
1480	49062	149706
1481	49093	149666
1482	49126	149633
1483	49157	149593
1484	49189	149555
1485	49223	149524
1486	49258	149497
1487	49292	149468
1488	49327	149440
1489	49360	149405
1490	49392	149370
1491	49424	149332
1492	49459	149306
1493	49489	149263
1494	49524	149235
1495	49559	149208
1496	49588	149164
1497	49622	149131
1498	49654	149097
1499	49687	149063
1500	49721	149032
1501	49751	148990
1502	49787	148966
1503	49822	148936
1504	49852	148895
1505	49882	148852
1506	49915	148819
1507	49952	148797
1508	49989	148776
1509	50022	148741
1510	50052	148699
1511	50088	148674
1512	50119	148634
1513	50149	148592
1514	50178	148547
1515	50210	148511
1516	50242	148474
1517	50271	148431
1518	50308	148407
1519	50340	148371
1520	50372	148336
1521	50406	148305
1522	50438	148267
1523	50468	148227
1524	50502	148194
1525	50534	148158
1526	50566	148121
1527	50598	148085
1528	50626	148039
1529	50657	147999
1530	50689	147963
1531	50720	147923
1532	50752	147886
1533	50783	147846
1534	50818	147819
1535	50848	147778
1536	50881	147744
1537	50913	147708
1538	50942	147663
1539	50973	147624
1540	51008	147596
1541	51039	147556
1542	51072	147524
1543	51105	147491
1544	51138	147456
1545	51173	147428
1546	51200	147379
1547	51230	147337
1548	51266	147311
1549	51300	147280
1550	51331	147244
1551	51366	147216
1552	51397	147177
1553	51431	147144
1554	51465	147116
1555	51497	147077
1556	51526	147033
1557	51557	146994
1558	51587	146952
1559	51618	146914
1560	51648	146872
1561	51681	146839
1562	51713	146801
1563	51744	146762
1564	51776	146726
1565	51806	146685
1566	51839	146653
1567	51873	146621
1568	51906	146588
